Player ID,Player Name,Tournament,Match ID,Innings Number,Team Standing,Opposition Standing,Total Runs Of Own Team,Total Wickets Lost By Own Team,Total Balls Played By Own Team,Total Runs Of Opposition Team,Total Wickets Lost By Opposition Team,Total Balls Played By Opposition Team,Runs Made,Balls Consumed,Batting Position,Dismissed,Special Batting Talent,Balls Bowled,Runs Given,Wickets Taken,Maidens Bowled,Batters Dismissed,5
420,Muhammad Shahzad Champions,TROPHY 2024,,3,,,493,10,123.4,72,4,14,111,120,6,Yes,6,4,0,0,0,,
420,Muhammad Shahzad Champions,TROPHY 2024,11,1,5,4,260,10,78,170,10,55,0,5,6,Yes,12,13,0,0,0,,
420,Muhammad Shahzad Champions,TROPHY 2024,,3,,,125,10,51,216,7,42.3,1,8,7,Yes,12,11,0,0,0,,
420,Muhammad Shahzad Champions,TROPHY 2024,27,2,5,2,147,10,34.3,297,10,106.2,42,33,6,Yes,96,46,2,2,2,,
420,Muhammad Shahzad Champions,TROPHY 2024,,4,,,142,10,41.1,70,10,18.1,9,11,6,Yes,,,,,,,
420,Muhammad Shahzad Champions,TROPHY 2024,34,1,5,1,292,10,87.3,251,10,69.5,20,30,6,Yes,30,25,0,1,0,,
420,Muhammad Shahzad Champions,TROPHY 2024,,3,,,233,4,57,,,,36,31,5,No,,,,,,,
420,Muhammad Shahzad Champions,TROPHY 2024,40,2,5,6,468,6,96,188,10,55.2,38,36,4,Yes,,,,,,,
420,Muhammad Shahzad Champions,TROPHY 2024,,4,,,,,,168,10,55.3,,,,,,,,,,,
420,Muhammad Shahzad Champions,Cup  4 day 2024,1,2,1,7,333,10,81.4,406,10,98.1,70,96,5,YES,,30,30,1,0,2,
420,Muhammad Shahzad Champions,Cup  4 day 2024,,4,,,335,6,67,261,10,62,13,16,5,YES,,78,50,2,1,"1,4",
420,Muhammad Shahzad Champions,Cup  4 day 2024,7,1,1,2,93,10,43.1,414,9,98.1,1,6,7,YES,,48,39,0,2,0,
420,Muhammad Shahzad Champions,Cup  4 day 2024,,3,,,215,10,67.3,,,,26,23,7,YES,,,,,,,
420,Muhammad Shahzad Champions,Cup  4 day 2024,12,1,1,6,335,10,85.3,479,10,147.1,129,158,7,,,36,25,1,0,7,
420,Muhammad Shahzad Champions,Cup  4 day 2024,,3,,,456,3,113.2,,,,10,25,5,NO,,,,,,,
420,Muhammad Shahzad Champions,Cup  4 day 2024,16,2,1,9,531,9,114,164,10,46,104,126,8,YES,,36,20,1,0,4,
420,Muhammad Shahzad Champions,Cup  4 day 2024,,4,,,,,,279,10,69.1,,,,YES,,48,35,1,0,4,
420,Muhammad Shahzad Champions,Cup  4 day 2024,19,2,1,3,325,10,85.3,238,10,55.2,68,110,7,YES,,42,37,1,0,1,
420,Muhammad Shahzad Champions,Cup  4 day 2024,,4,,,248,3,42.2,329,10,82.2,,,,YES,,60,38,2,0,"4,10",
420,Muhammad Shahzad Champions,Cup  4 day 2024,21,1,1,5,421,10,102.5,180,10,52.5,74,74,6,,,24,6,1,3,3,
420,Muhammad Shahzad Champions,Cup  4 day 2024,,3,,,112,10,45.4,355,7,121.2,1,6,6,YES,,42,27,0,0,0,
420,Muhammad Shahzad Champions,Cup  4 day 2024,25,1,1,8,425,10,108.3,179,10,47.2,15,37,6,YES,,48,30,3,0,"3,4,9",
420,Muhammad Shahzad Champions,Cup  4 day 2024,,4,,,,,,152,10,35.2,,,,YES,,36,19,2,1,"1,3",
420,Muhammad Shahzad Champions,Cup  4 day 2024,31,2,1,4,273,10,78.3,278,10,92.5,0,7,6,YES,,36,21,0,1,0,
420,Muhammad Shahzad Champions,Cup  4 day 2024,,4,,,259,4,53.4,249,10,78.5,69,74,5,YES,,24,11,0,0,0,
420,Muhammad Shahzad Champions,Cup  4 day 2024,37,2,1,2,317,10,89.2,205,10,54.2,125,152,7,NO,,60,29,5,2,"3,4,6,8,11",
420,Muhammad Shahzad Champions,Cup  4 day 2024,,4,,,154,7,40.1,264,10,76.2,1,5,8,YES,,66,33,0,1,0,
421,Nabi Gul,TROPHY 2024,9,1,1,4,546,10,128.1,466,10,127.2,34,74,5,Yes,,,,,,,
421,Nabi Gul,TROPHY 2024,,2,,,360,3,77,,,,4,13,5,No,,,,,,,
421,Nabi Gul,TROPHY 2024,15,1,1,2,301,10,58.1,279,10,86.5,15,27,5,Yes,,,,,,,
421,Nabi Gul,TROPHY 2024,,2,,,321,10,75.4,162,10,64.5,40,70,6,Yes,,,,,,,
421,Nabi Gul,TROPHY 2024,45,1,1,3,393,10,102.2,348,10,88.1,0,7,5,Yes,,,,,,,
421,Nabi Gul,TROPHY 2024,,2,,,195,10,53,214,10,64.3,32,72,5,Yes,,,,,,,
421,Nabi Gul,TROPHY 2024,47,,2,3,332,10,82.2,217,10,56.3,22,59,5,Yes,,,,,,,
421,Nabi Gul,TROPHY 2024,,,,,141,10,40,131,10,23.3,83,138,5,No,,,,,,,
421,Nabi Gul,TROPHY 2024,49,,2,1,258,10,80.1,245,10,85,44,72,4,Yes,,,,,,,
421,Nabi Gul,TROPHY 2024,,,,,159,10,59.5,176,9,46.2,3,24,4,Yes,,,,,,,
421,Nabi Gul,CUP 4-Day 2024,2,1,5,6,268,10,83.3,151,10,48.2,,,,,,,,,,,
421,Nabi Gul,CUP 4-Day 2024,,3,,,313,7,77.4,140,9,40.3,,,,,,,,,,,
421,Nabi Gul,CUP 4-Day 2024,11,2,5,4,208,9,80,346,10,122.2,,,,,,,,,,,
421,Nabi Gul,CUP 4-Day 2024,,4,,,258,9,65,182,10,50.5,,,,,,,,,,,
421,Nabi Gul,CUP 4-Day 2024,14,1,5,2,250,10,78.5,347,10,102.5,,,,,,,,,,,
421,Nabi Gul,CUP 4-Day 2024,,3,,,241,10,77.4,148,9,41.2,,,,,,,,,,,
421,Nabi Gul,CUP 4-Day 2024,17,1,5,7,370,10,117.4,98,10,38.1,11,19,6,YES,,,,,,,
421,Nabi Gul,CUP 4-Day 2024,,4,,,18,1,3.5,288,10,86.2,1,9,3,NO,,6,3,0,0,0,
421,Nabi Gul,CUP 4-Day 2024,22,2,5,1,180,10,52.5,421,10,102.5,6,8,3,YES,,24,12,0,1,0,
421,Nabi Gul,CUP 4-Day 2024,,4,,,355,7,121.2,112,10,45.4,35,75,4,YES,,6,0,1,1,10,
421,Nabi Gul,CUP 4-Day 2024,28,1,5,9,391,10,121.4,270,10,70,148,319,6,YES,,6,1,0,0,0,
421,Nabi Gul,CUP 4-Day 2024,,3,,,246,9,73.1,195,4,62,29,86,7,YES,,66,20,0,4,0,
421,Nabi Gul,CUP 4-Day 2024,29,1,5,8,261,10,83.1,324,10,107.4,88,147,7,YES,,114,38,1,2,2,
421,Nabi Gul,CUP 4-Day 2024,,3,,,412,6,114.4,130,1,32,9,16,5,YES,,54,27,0,1,0,
421,Nabi Gul,CUP 4-Day 2024,36,2,5,3,132,9,28,286,10,81,1,6,7,YES,,24,15,0,0,0,
421,Nabi Gul,CUP 4-Day 2024,,4,,,145,10,40.1,270,10,58,0,1,4,YES,,,,,,,
422,422 Israrullah,National T20 Cup 2024,3,2,2,1,182,2,18.4,181,3,20,,,,,,18,28,0,0,0,
422,422 Israrullah,National T20 Cup 2024,22,2,2,3,167,9,20,183,3,20,5,4,3,YES,,,,,,,
422,422 Israrullah,National T20 Cup 2024,26,2,2,5,132,3,13.1,131,9,20,,,,,,12,5,1,0,5,
422,422 Israrullah,National T20 Cup 2024,32,1,2,4,239,2,20,113,10,19.3,,,,,,18,23,0,0,0,
422,422 Israrullah,National T20 Cup 2024,35,2,2,1,140,7,19.2,139,7,20,30,27,3,YES,,12,17,0,0,0,
422,422 Israrullah,National T20 Cup 2024,37,1,2,2,243,3,20,87,8,20,,,,,,12,20,2,0,"2,4",
422,422 Israrullah,National T20 Cup 2024,39,1,2,1,110,9,20,111,1,16,2,4,4,YES,,,,,,,
422,422 Israrullah,TROPHY 2024,9,1,1,4,546,10,128.1,466,10,127.2,65,102,3,Yes,,6,3,0,0,,
422,422 Israrullah,TROPHY 2024,,2,,,360,3,77,,,,53,78,3,No,,,,,,,
422,422 Israrullah,TROPHY 2024,15,2,1,2,301,10,58.1,279,10,86.5,13,23,3,Yes,,,,,,,
422,422 Israrullah,TROPHY 2024,,4,,,321,10,75.4,162,10,64.5,22,24,3,Yes,,,,,,,
422,422 Israrullah,TROPHY 2024,21,1,1,6,213,10,62.5,171,10,65.1,62,110,3,Yes,,,,,,,
422,422 Israrullah,TROPHY 2024,,2,,,131,1,25.5,,,,14,17,3,No,,,,,,,
422,422 Israrullah,TROPHY 2024,34,2,1,5,251,10,69.5,292,10,87.3,1,4,3,Yes,,24,20,0,1,,
422,422 Israrullah,TROPHY 2024,,4,,,,,,233,4,57,,,,,,,,,,,
422,422 Israrullah,TROPHY 2024,45,1,1,3,393,10,102.2,348,10,88.1,62,86,3,Yes,,30,16,1,0,,
422,422 Israrullah,TROPHY 2024,,2,,,195,10,53,214,10,64.3,19,31,3,Yes,,36,19,0,1,,
422,422 Israrullah,TROPHY 2024,46,2,2,1,141,10,46.1,410,10,133.1,16,25,3,Yes,,24,5,2,1,,
422,422 Israrullah,TROPHY 2024,,4,,,182,10,34.4,,,,18,19,3,Yes,,,,,,,
422,422 Israrullah,TROPHY 2024,49,2,2,1,258,10,80.1,245,10,85,16,21,3,Yes,,18,13,0,0,,
422,422 Israrullah,TROPHY 2024,,4,,,159,10,59.5,176,9,46.2,6,8,3,Yes,,6,0,1,1,,
422,422 Israrullah,Cup  One day 2024,4,1,3,1,238,10,300,239,2,233,1,2,5,YES,,30,29,1,0,3,
422,422 Israrullah,Cup  4 day 2024,7,2,6,8,183,10,57.3,137,10,46.1,3,10,4,YES,,12,1,0,1,0,
422,422 Israrullah,Cup  4 day 2024,,4,,,63,10,21.5,239,10,83,9,20,5,YES,,,,,,,
422,422 Israrullah,Cup  4 day 2024,12,2,6,1,479,10,147.1,335,10,85.3,8,12,5,YES,,72,33,1,1,6,
422,422 Israrullah,Cup  4 day 2024,,4,,,,,,456,3,113.2,,,,YES,,48,44,0,0,0,
422,422 Israrullah,Cup  4 day 2024,15,2,6,7,280,10,81.5,334,10,97.5,3,14,2,YES,,72,37,0,1,0,
422,422 Israrullah,Cup  4 day 2024,,4,,,207,6,53,152,10,48.2,38,43,2,YES,,,,,,,
422,422 Israrullah,Cup  4 day 2024,27,2,6,4,174,10,54.1,238,10,85.4,0,1,2,YES,,66,32,1,1,1,
422,422 Israrullah,Cup  4 day 2024,,4,,,200,10,62.1,165,10,48,6,20,7,NO,,,,,,,
423,Sarmad Bhatti,National T20 Cup 2024,1,2,3,1,73,5,79,159,6,120,4,5,5,YES,,,,,,,
423,Sarmad Bhatti,TROPHY 2024,1,1,2,3,117,10,41.3,100,10,39.3,9,11,5,Yes,,,,,,,
423,Sarmad Bhatti,TROPHY 2024,,3,,,419,7,106,110,10,40.4,135,219,5,Yes,,,,,,,
423,Sarmad Bhatti,TROPHY 2024,15,2,2,6,343,10,92.3,140,10,42.1,6,15,5,Yes,,,,,,,
423,Sarmad Bhatti,TROPHY 2024,,4,,,,,,96,10,20.5,,,,,,,,,,,
423,Sarmad Bhatti,TROPHY 2024,26,1,2,1,167,10,47.4,214,10,64.4,6,18,5,Yes,,,,,,,
423,Sarmad Bhatti,TROPHY 2024,,3,,,155,10,49.2,113,5,25.2,0,1,5,Yes,,,,,,,
423,Sarmad Bhatti,TROPHY 2024,30,2,2,5,194,10,62,93,10,21.3,28,58,5,Yes,,,,,,,
423,Sarmad Bhatti,TROPHY 2024,,4,,,,,,99,10,31.5,,,,,,,,,,,
423,Sarmad Bhatti,TROPHY 2024,38,2,2,4,,,,202,10,47.5,8,7,5,Yes,,,,,,,
423,Sarmad Bhatti,TROPHY 2024,,4,,,,,,,,,39,76,5,Yes,,,,,,,
424,Abdul Samad,Champions T20 cup 2024,1,2,2,3,154,6,114,150,7,120,6,6,4,YES,,,,,,,
424,Abdul Samad,Champions T20 cup 2024,5,2,2,5,132,8,113,128,9,120,1,3,4,YES,,,,,,,
424,Abdul Samad,Champions T20 cup 2024,7,1,2,1,170,6,120,167,6,120,0,1,6,YES,,,,,,,
424,Abdul Samad,Champions T20 cup 2024,10,1,2,4,163,8,120,169,4,113,24,22,4,YES,,,,,,,
424,Abdul Samad,Champions T20 cup 2024,12,2,2,3,189,7,120,187,7,120,9,4,7,NO,,,,,,,
424,Abdul Samad,Champions T20 cup 2024,15,2,2,5,140,2,85,139,8,120,,,,,,,,,,,
424,Abdul Samad,Champions T20 cup 2024,17,2,2,1,118,10,111,147,9,120,0,3,5,YES,,,,,,,
424,Abdul Samad,Champions T20 cup 2024,19,2,2,4,160,4,81,155,6,120,34,9,6,NO,,,,,,,
424,Abdul Samad,Champions T20 cup 2024,21,1,2,3,180,6,120,151,9,120,41,20,7,NO,,,,,,,
424,Abdul Samad,Champions T20 cup 2024,22,2,2,1,124,10,115,199,5,120,0,1,7,YES,,,,,,,
424,Abdul Samad,Champions One Day Cup 2024,1,1,2,1,347,6,300,187,10,209,62,25,7,YES,,18,0,1,0,,
424,Abdul Samad,Champions One Day Cup 2024,4,1,2,3,231,10,270,105,10,142,37,35,7,YES,,,,,,,
424,Abdul Samad,Champions One Day Cup 2024,6,1,2,5,284,9,300,192,10,263,2,8,7,YES,,,,,,,
424,Abdul Samad,Champions One Day Cup 2024,8,2,2,4,332,9,300,367,6,300,42,37,6,YES,,,,,,,
424,Abdul Samad,Champions One Day Cup 2024,11,1,2,1,137,10,216,143,3,142,2,10,7,YES,,,,,,,
424,Abdul Samad,Champions One Day Cup 2024,13,ABND,2,4,ABND,ABND,ABND,ABND,ABND,ABND,ABND,ABND,ABND,ABND,ABND,,,,,,
424,Abdul Samad,Champions One Day Cup 2024,14,1,2,1,122,10,202,123,5,108,0,3,7,YES,,,,,,,
424,Abdul Samad,TROPHY 2024,13,2,3,4,189,10,59.3,405,10,100.2,11,32,5,YES,,12,5,0,0,0,
424,Abdul Samad,TROPHY 2024,,4,,,285,10,102,203,8,49.2,53,128,4,YES,,12,21,0,0,0,
424,Abdul Samad,TROPHY 2024,19,2,4,5,230,10,48.4,96,10,22.3,2,11,4,YES,,,,,,,
424,Abdul Samad,TROPHY 2024,,4,,,,,,126,10,35,,,,,,,,,,,
424,Abdul Samad,Cup  One day 2024,3,1,2,8,306,8,300,273,3,270,5,21,5,YES,,,,,,,
424,Abdul Samad,Cup  One day 2024,6,2,2,5,351,10,287,351,10,292,40,42,6,YES,,,,,,,
424,Abdul Samad,Cup  One day 2024,14,1,2,4,249,9,270,156,9,215,32,42,6,YES,,,,,,,
424,Abdul Samad,Cup  One day 2024,15,2,2,7,252,4,222,248,10,266,0,8,4,YES,,,,,,,
424,Abdul Samad,CUP 4-Day 2024,1,1,7,1,406,10,98.1,333,10,81.4,0,3,3,YES,,6,1,0,0,0,
424,Abdul Samad,CUP 4-Day 2024,,3,,,261,10,62,335,5,67,0,3,3,YES,,,,,,,
425,425 M Rizwan,Champions One Day Cup 2024,1,1,2,1,347,6,300,187,10,209,45,57,4,YES,,,,,,,
425,425 M Rizwan,Champions One Day Cup 2024,4,1,2,3,231,10,270,105,10,142,33,39,4,YES,,,,,,,
425,425 M Rizwan,Champions One Day Cup 2024,6,1,2,5,284,9,300,192,10,263,51,67,4,YES,,,,,,,
425,425 M Rizwan,Champions One Day Cup 2024,8,2,2,4,332,9,300,367,6,300,20,22,5,YES,,,,,,,
425,425 M Rizwan,Champions One Day Cup 2024,11,1,2,1,137,10,216,143,3,142,0,1,4,YES,,,,,,,
425,425 M Rizwan,Champions One Day Cup 2024,13,ABND,2,4,ABND,ABND,ABND,ABND,ABND,ABND,ABND,ABND,ABND,ABND,ABND,,,,,,
425,425 M Rizwan,Champions One Day Cup 2024,14,1,2,1,122,10,202,123,5,108,,,,,,,,,,,
426,Ali Shan,National T20 Cup 2024,7,1,1,4,199,4,120,137,8,120,,,,,,,,,,,
426,Ali Shan,National T20 Cup 2024,21,1,1,2,134,10,118,135,2,99,20,19,7,Yes,,,,,,,
426,Ali Shan,National T20 Cup 2024,35,1,1,2,138,7,120,140,7,116,51,39,4,Yes,,,,,,,
426,Ali Shan,TROPHY 2024,3,2,4,1,91,10,31,274,10,90.4,13,25,7,Yes,,,,,,,
426,Ali Shan,TROPHY 2024,,4,,,301,10,86.2,122,5,24.3,80,144,7,Yes,,,,,,,
426,Ali Shan,TROPHY 2024,15,2,4,3,405,10,100.2,189,10,59.3,26,45,7,Yes,,,,,,,
426,Ali Shan,TROPHY 2024,,4,,,285,10,102,203,8,49.2,58,126,6,No,,,,,,,
426,Ali Shan,TROPHY 2024,20,2,4,5,230,10,48.4,96,10,22.3,2,7,6,Yes,,,,,,,
426,Ali Shan,TROPHY 2024,,4,,,,,,126,10,35,,,,,,,,,,,
426,Ali Shan,TROPHY 2024,31,2,4,6,196,10,34,91,10,40.4,19,32,5,Yes,,,,,,,
426,Ali Shan,TROPHY 2024,,4,,,175,6,45,277,10,65.2,58,109,7,No,,,,,,,
426,Ali Shan,TROPHY 2024,45,1,4,2,202,10,47.5,153,10,49.5,18,61,5,Yes,,,,,,,
426,Ali Shan,TROPHY 2024,,3,,,346,10,74.1,148,10,40.5,4,8,5,Yes,,,,,,,
426,Ali Shan,Cup  4 day 2024,4,2,2,4,172,10,54.1,171,10,62.1,29,102,7,YES,,,,,,,
426,Ali Shan,Cup  4 day 2024,,4,,,240,9,89.2,369,10,111,21,69,3,YES,,,,,,,
426,Ali Shan,Cup  4 day 2024,14,2,2,5,347,10,102.5,250,10,78.5,41,106,3,YES,,,,,,,
426,Ali Shan,Cup  4 day 2024,,4,,,241,10,77.4,148,9,41.2,10,15,3,YES,,,,,,,
426,Ali Shan,Cup  4 day 2024,19,2,2,8,155,10,46.2,126,10,40,6,10,2,YES,,,,,,,
426,Ali Shan,Cup  4 day 2024,,4,,,321,10,86.3,295,6,99.5,60,147,2,YES,,,,,,,
426,Ali Shan,Cup  4 day 2024,21,1,2,9,415,10,111.4,275,10,82.1,16,60,2,YES,,,,,,,
426,Ali Shan,Cup  4 day 2024,,3,,,221,3,41,197,10,49.1,82,108,2,NO,,,,,,,
426,Ali Shan,Cup  4 day 2024,30,1,2,3,233,10,51.5,204,10,49,5,9,2,YES,,,,,,,
426,Ali Shan,Cup  4 day 2024,,3,,,123,10,24.4,153,5,32.3,8,21,7,NO,,,,,,,
426,Ali Shan,Cup  4 day 2024,33,1,2,6,119,10,32.2,150,10,48.4,44,49,2,YES,,24,13,1,1,5,
426,Ali Shan,Cup  4 day 2024,,3,,,568,9,153,384,3,108.4,38,43,2,YES,,52,31,0,0,0,
426,Ali Shan,Cup  4 day 2024,37,1,2,1,205,10,54.2,317,10,89.2,,,,,,24,33,0,0,0,
426,Ali Shan,Cup  4 day 2024,,3,,,264,10,76.2,154,7,40.1,0,2,2,NO,,,,,,,
427,Salman Ali Agha,Champions One Day Cup 2024,1,1,2,1,347,6,300,187,10,209,1,5,5,YES,,,,,,,
427,Salman Ali Agha,Champions One Day Cup 2024,4,1,2,3,231,10,270,105,10,142,51,72,5,YES,,48,21,3,1,"4,6,7",
