Player ID,Player Name,Tournament,Match ID,Innings Number,Team Standing,Opposition Standing,Total Runs Of Own Team,Total Wickets Lost By Own Team,Total Balls Played By Own Team,Total Runs Of Opposition Team,Total Wickets Lost By Opposition Team,Total Balls Played By Opposition Team,Runs Made,Balls Consumed,Batting Position,Dismissed,Special Batting Talent,Balls Bowled,Runs Given,Wickets Taken,Maidens Bowled,Batters Dismissed,5
36,M__Saleem__36_,President's Trophy Grade-I 2024,,,,,,,,215,10,405,,,3,,,,,,,,
36,M__Saleem__36_,President's Trophy Grade-I 2024,10,2,2,7,300,10,459,242,10,440,0,1,3,YES,,,,,,,
36,M__Saleem__36_,President's Trophy Grade-I 2024,,4,,,85,3,89,139,10,315,28,32,3,YES,,,,,,,
36,M__Saleem__36_,President's Trophy Grade-I 2024,14,2,2,5,247,10,615,250,10,473,0,1,1,YES,,,,,,,
36,M__Saleem__36_,President's Trophy Grade-I 2024,,4,,,148,9,248,241,10,466,2,6,1,YES,,,,,,,
37,Ayaz Tassawar,National T-20 2025,36,2,7,2,151,10,113,184,10,120,7,10,4,YES,,,,,,,
37,Ayaz Tassawar,President's Trophy Grade-I 2024,2,1,5,6,268,10,501,151,10,290,50,95,5,YES,,,,,,,
37,Ayaz Tassawar,President's Trophy Grade-I 2024,,3,,,313,10,466,140,9,243,98,133,6,,,,,,,,
37,Ayaz Tassawar,President's Trophy Grade-I 2024,11,2,5,4,208,10,480,346,10,734,34,75,5,YES,,,,,,,
37,Ayaz Tassawar,President's Trophy Grade-I 2024,,4,,,258,9,390,180,10,305,126,162,6,NO,,,,,,,
37,Ayaz Tassawar,President's Trophy Grade-I 2024,14,1,5,2,250,10,473,347,10,615,35,62,5,YES,,,,,,,
37,Ayaz Tassawar,President's Trophy Grade-I 2024,,3,,,241,10,466,148,9,248,43,88,6,YES,,,,,,,
37,Ayaz Tassawar,President's Trophy Grade-I 2024,18,1,5,7,370,10,706,98,10,229,49,80,5,YES,,,,,,,
37,Ayaz Tassawar,President's Trophy Grade-I 2024,,3,,,18,1,23,288,10,518,,,,,,,,,,,
37,Ayaz Tassawar,President's Trophy Grade-I 2024,22,2,5,1,180,10,317,421,10,617,25,37,5,YES,,,,,,,
37,Ayaz Tassawar,President's Trophy Grade-I 2024,,4,,,355,7,728,112,10,274,58,137,7,YES,,,,,,,
37,Ayaz Tassawar,President's Trophy Grade-I 2024,25,1,5,9,391,10,730,270,10,540,139,284,5,YES,,,,,,,
37,Ayaz Tassawar,President's Trophy Grade-I 2024,,3,,,246,9,439,195,4,372,14,13,6,YES,,,,,,,
37,Ayaz Tassawar,President's Trophy Grade-I 2024,29,1,5,8,261,10,499,324,10,646,27,71,6,YES,,,,,,,
37,Ayaz Tassawar,President's Trophy Grade-I 2024,,3,,,412,6,688,130,1,192,100,148,6,NO,,,,,,,
37,Ayaz Tassawar,President's Trophy Grade-I 2024,36,2,5,3,132,9,168,286,10,486,46,53,6,YES,,,,,,,
37,Ayaz Tassawar,President's Trophy Grade-I 2024,,4,,,145,10,241,270,10,348,23,45,6,NO,,,,,,,
37,Ayaz Tassawar,President's Cup One-Day 2024,2,2,1,3,239,2,38.5,238,10,50,,,,,,,,,,,
37,Ayaz Tassawar,President's Cup One-Day 2024,7,2,1,4,254,4,38,312,4,50,,,,,,,,,,,
37,Ayaz Tassawar,President's Cup One-Day 2024,9,1,1,2,379,4,50,344,8,47,51,24,6,NO,,,,,,,
37,Ayaz Tassawar,President's Cup One-Day 2024,17,2,1,2,259,10,45.3,333,6,50,30,37,7,YES,,,,,,,
38,Amir_Hassan__38_,National T-20 2025,23,1,3,4,218,3,120,127,10,104,,,,,,18,0,0,0,18,
39,Rameez Aziz,National T-20 2025,4,2,3,5,142,0,84,141,7,120,,,,,,,,,,,
39,Rameez Aziz,National T-20 2025,10,2,3,4,140,3,100,138,9,120,56*,30,5,No,yes,26,1,22,0,3,
39,Rameez Aziz,National T-20 2025,23,1,3,2,183,3,120,167,9,120,15,17,4,yes,yes,,,,,,
39,Rameez Aziz,National T-20 2025,30,2,3,1,138,9,120,146,8,120,24,36,5,yes,yes,18,1,16,0,6,
39,Rameez Aziz,QAT 2025,4,2,R4,Triangular 2,466,10,764,546,10,769,42,60,4,yes,yes,12,0,9,0,0,
39,Rameez Aziz,QAT 2025,4,,R4,Triangular 2,Na,Na,Na,360,3,462,,,,,,18,0,14,0,0,
39,Rameez Aziz,QAT 2025,14,2,4,5,170,10,330,260,10,468,0,1,5,yes,yes,12,0,8,0,0,
39,Rameez Aziz,QAT 2025,14,4,4,5,216,7,255,125,10,306,0,1,4,yes,yes,9,4,23,0,"3,4,5,6",
39,Rameez Aziz,QAT 2025,24,1,4,3,145,10,228,198,10,243,59,52,6,yes,yes,36,1,26,1,5,
39,Rameez Aziz,QAT 2025,24,3,4,3,74,10,97,26,1,19,1,2,6,yes,yes,,,,,,
39,Rameez Aziz,QAT 2025,33,1,4,6,356,10,449,288,10,519,107,140,6,yes,yes,12,0,14,0,0,
39,Rameez Aziz,QAT 2025,33,3,4,6,159,8,234,112,5,222,26*,40,6,No,yes,24,0,16,0,0,
39,Rameez Aziz,QAT 2025,45,2,4,2,214,10,382,248,10,435,0,4,6,yes,yes,6,0,8,0,0,
39,Rameez Aziz,QAT 2025,45,4,4,2,102,10,153,266,9,229,1*,12,8,No,yes,,,,,,
39,Rameez Aziz,Cup 2024,,2,,,113,1,69,111,10,228,,,,,yes,,,,,,
39,Rameez Aziz,Cup 2024,,1,,,342,9,300,271,10,257,57,54,6,Yes,,30,0,48,0,0,
39,Rameez Aziz,Cup 2024,19,2,2,2,169,3,262,165,10,225,,,,,yes,,,,,,
39,Rameez Aziz,Trophy 2024,4,2,2,4,172,10,325,171,10,372,0,4,6,yes,yes,18,0,8,1,0,
39,Rameez Aziz,Trophy 2024,4,4,2,4,240,10,534,369,10,666,36,102,5,yes,yes,42,0,31,0,0,
39,Rameez Aziz,Trophy 2024,6,2,2,1,414,9,589,93,10,259,20,38,6,yes,yes,,,,,,
39,Rameez Aziz,Trophy 2024,6,,2,1,,,,215,10,405,,,,,yes,12,0,4,0,0,
39,Rameez Aziz,Trophy 2024,9,2,2,7,300,10,459,242,10,440,68,102,7,yes,yes,24,0,15,0,0,
39,Rameez Aziz,Trophy 2024,9,4,2,7,85,3,89,139,10,315,,,,,yes,6,0,6,0,0,
39,Rameez Aziz,Trophy 2024,15,2,2,5,347,10,617,250,10,473,8,11,6,yes,yes,24,0,9,0,0,
39,Rameez Aziz,Trophy 2024,15,4,2,5,148,9,247,241,10,448,19,60,5,yes,yes,54,0,24,2,0,
39,Rameez Aziz,Trophy 2024,19,2,2,8,155,10,278,126,10,240,45,39,6,yes,yes,,,,,,
39,Rameez Aziz,Trophy 2024,19,4,2,8,295,6,599,321,10,519,25,31,6,yes,yes,69,3,41,1,"2,3,10",
39,Rameez Aziz,Trophy 2024,23,1,2,9,415,10,670,275,10,493,180,238,6,yes,yes,,,,,,
39,Rameez Aziz,Trophy 2024,23,3,2,9,221,3,246,197,10,295,46*,40,5,No,yes,48,1,26,1,7,
39,Rameez Aziz,Trophy 2024,30,1,2,3,233,10,331,204,10,294,32,62,5,yes,yes,,,,,,
39,Rameez Aziz,Trophy 2024,30,3,2,3,123,10,148,153,5,195,0,1,5,yes,yes,6,0,4,0,0,
39,Rameez Aziz,Trophy 2024,35,1,2,6,119,10,194,150,10,292,4,6,5,yes,yes,42,3,17,2,"3,8,9",
39,Rameez Aziz,Trophy 2024,35,3,2,6,568,9,918,384,3,652,68,120,7,yes,yes,54,0,36,0,0,
39,Rameez Aziz,Trophy 2024,37,1,2,1,205,10,324,317,10,536,40,51,2,yes,yes,,,,,,
39,Rameez Aziz,Trophy 2024,37,3,2,1,264,10,458,154,7,241,47,97,6,yes,yes,6,0,1,0,0,
40,Zeeshan Ashraf 40,National T-20 2025,11,1,2,1,147,8,120,148,7,117,6,7,Opner,yes,No,,,,,,
40,Zeeshan Ashraf 40,National T-20 2025,13,2,2,4,168,5,110,164,8,120,22,15,Opner,yes,No,,,,,,
40,Zeeshan Ashraf 40,National T-20 2025,25,1,2,3,167,7,120,93,10,104,10,6,Opner,yes,No,,,,,,
40,Zeeshan Ashraf 40,National T-20 2025,34,1,2,2,155,9,120,148,8,120,60,34,Opner,yes,No,,,,,,
40,Zeeshan Ashraf 40,National T-20 2025,38,2,2,2,161,7,120,166,4,120,0,3,Opner,yes,No,,,,,,
41,M Suleman 41,QAT 2025,1,1,R5,R6,311,10,501,267,10,550,84,151,4,yes,no,,,,,,
41,M Suleman 41,QAT 2025,1,3,R5,R6,252,10,406,175,10,366,112,192,4,yes,no,,,,,,
41,M Suleman 41,QAT 2025,16,2,5,1,292,10,257,219,10,321,90,118,4,yes,no,,,,,,
41,M Suleman 41,QAT 2025,16,4,5,1,131,4,162,203,10,390,2*,1,6,No,no,,,,,,
41,M Suleman 41,Champions T20 cup 2024,3,1,5,4,160,8,120,161,2,96,34,27,5,yes,No,,,,,No,
41,M Suleman 41,Champions T20 cup 2024,5,1,5,2,128,9,120,132,8,113,9,11,6,yes,No,,,,,No,
41,M Suleman 41,Champions T20 cup 2024,8,2,5,3,159,10,118,194,5,120,13,11,7,yes,No,,,,,No,
41,M Suleman 41,Cup 2024,15,2,1,3,224,8,258,220,10,265,23,29,3,Yes,,,,,,,
42,Khuram Shahzad,National T-20 2025,7,1,1,4,199,4,120,137,8,120,,,,,NO,24,1,25,0,2,
42,Khuram Shahzad,National T-20 2025,14,1,1,3,207,3,120,183,10,116,,,,,No,24,1,26,0,2,
42,Khuram Shahzad,National T-20 2025,21,1,1,2,134,10,118,135,2,99,1,1,11,yes,no,21,1,24,0,2,
42,Khuram Shahzad,National T-20 2025,35,1,1,2,138,7,120,140,7,116,,,,,No,25,1,24,0,1,
42,Khuram Shahzad,QAT 2025,1,2,R4,R1,91,10,186,274,10,544,0,3,9,yes,No,126,5,71,4,"2,4,5,8,9",
42,Khuram Shahzad,QAT 2025,1,3,R4,R1,301,10,518,122,5,147,1,7,9,yes,No,60,3,34,1,"1,3,4",
42,Khuram Shahzad,QAT 2025,13,2,4,3,189,10,357,405,10,602,4,17,9,yes,No,126,3,98,2,"1,8,9",
42,Khuram Shahzad,QAT 2025,13,4,4,3,285,10,612,203,8,296,0,7,9,yes,No,62,2,31,3,"2,7",
42,Khuram Shahzad,Trophy 2025,24,1,3,6,406,10,583,499,10,826,0,5,10,yes,No,,,,,,
42,Khuram Shahzad,Trophy 2025,24,3,3,6,288,10,608,31,1,54,0,5,11,yes,No,32,0,19,0,0,
42,Khuram Shahzad,Trophy 2025,25,2,3,7,435,10,702,270,10,503,24,40,9,yes,No,127,5,70,5,"1,2,6,9,10",
42,Khuram Shahzad,Trophy 2025,25,4,3,7,176,5,212,340,10,519,,,,,No,102,1,87,2,1,
42,Khuram Shahzad,Trophy 2025,30,2,3,2,204,10,294,233,10,331,5,9,6,yes,No,66,1,53,1,10,
42,Khuram Shahzad,Trophy 2025,30,4,3,2,153,5,195,123,10,148,,,,,No,36,0,29,1,0,
42,Khuram Shahzad,Trophy 2025,36,1,3,5,286,10,486,132,10,168,2,22,9,yes,No,66,4,37,4,"1,2,4,7",
42,Khuram Shahzad,Trophy 2025,36,3,3,5,270,10,348,145,10,241,29,31,9,yes,No,53,6,40,4,"5,7,8,9,10,11",
43,M Abbas 43,QAT 2025,9,2,3,6,178,10,368,310,10,619,0,5,11,No,No,169,3,76,7,"5,6,7",
43,M Abbas 43,QAT 2025,9,4,3,6,200,10,333,187,10,360,25,43,10,yes,No,108,2,40,4,"1,6,",
43,M Abbas 43,QAT 2025,16,2,3,4,224,10,457,220,10,445,4*,21,11,No,No,102,1,60,2,9,
43,M Abbas 43,QAT 2025,16,4,3,4,206,6,422,209,10,480,,,,,No,67,1,32,2,3,
43,M Abbas 43,QAT 2025,26,2,3,5,150,10,358,101,10,274,6,10,11,yes,No,120,3,36,7,"1,2,6",
43,M Abbas 43,QAT 2025,26,4,3,5,76,2,44,122,10,325,,,,,No,150,4,51,9,"3,4,8,9",
43,M Abbas 43,QAT 2025,30,1,3,Triangular 1,439,7,607,263,10,486,,,,,No,138,6,41,11,"1,2,3,4,5,6",
43,M Abbas 43,QAT 2025,30,,3,Triangular 1,,,,185,4,366,,,,,No,69,1,36,4,2,
43,M Abbas 43,QAT 2025,44,1,Triangular 9,2,287,10,386,233,10,342,1*,8,11,No,No,132,6,39,10,"1,2,3,4,5,8",
43,M Abbas 43,QAT 2025,44,3,Triangular 10,2,120,10,190,178,4,278,1*,1,11,No,No,93,4,35,4,"1,3,4,5,",
43,M Abbas 43,Cup 2024,,2,,,113,1,69,111,10,228,,,,,No,,,,,,
43,M Abbas 43,Cup 2024,,2,,,344,8,282,379,4,300,,,,,No,63,2,79,2,"2,3",
43,M Abbas 43,Cup 2024,,2,,,276,8,251,275,9,252,,,,,No,57,0,51,0,0,
43,M Abbas 43,Cup 2024,,1,,,342,9,300,271,10,257,3,5,11,No,No,48,1,54,0,1,
43,M Abbas 43,Cup 2024,19,2,2,2,169,3,262,165,10,225,,,,,No,55,3,41,1,"2,6,9",
43,M Abbas 43,Trophy 2024,6,2,2,1,414,9,589,93,10,259,,,,,No,84,2,17,5,"1,5",
43,M Abbas 43,Trophy 2024,6,,2,1,,,,215,10,405,,,,,No,72,2,19,4,"1,6",
43,M Abbas 43,Trophy 2024,19,2,2,8,155,10,278,126,10,240,0*,17,10,No,No,72,2,24,4,"1,9",
43,M Abbas 43,Trophy 2024,19,4,2,8,295,6,599,321,10,519,,,,,No,108,1,67,3,7,
43,M Abbas 43,Trophy 2024,23,1,2,9,415,10,670,275,10,493,1*,5,10,No,No,126,1,41,6,7,
43,M Abbas 43,Trophy 2024,23,3,2,9,221,3,246,197,10,295,,,,,No,102,4,57,3,"1,4,6,8",
43,M Abbas 43,Trophy 2024,30,1,2,3,233,10,331,204,10,294,0,6,9,No,NO,104,4,52,3,"5,8,9,10",
43,M Abbas 43,Trophy 2024,30,3,2,3,123,10,148,153,5,195,0,6,10,yes,No,57,3,44,2,"2,5,6",
43,M Abbas 43,Trophy 2024,37,1,2,1,205,10,324,317,10,536,7,48,10,No,No,145,3,71,4,"4,9,10",
43,M Abbas 43,Trophy 2024,37,3,2,1,264,10,458,154,7,241,12,31,10,No,No,108,2,51,6,"4,8",
44,Kashif Ali,National T-20 2025,5,1,3,2,104,10,111,105,3,79,6,13,10,No,No,12,1,16,0,Opner,
44,Kashif Ali,National T-20 2025,14,2,3,1,183,10,116,207,3,120,0,1,11,yes,No,29,0,54,0,0,
44,Kashif Ali,QAT 2025,9,2,R3,R5,529,10,715,256,10,371,0,10,10,yes,NO,66,0,44,0,0,
44,Kashif Ali,QAT 2025,9,4,R3,R5,72,4,84,493,10,742,,,,,No,118,2,74,6,"1,5",
44,Kashif Ali,QAT 2025,12,2,3,6,375,10,533,82,10,199,0,1,10,yes,No,62,2,31,1,"1,2",
44,Kashif Ali,QAT 2025,12,,3,6,,,,149,10,277,,,,,No,124,3,59,4,"2,7,10",
44,Kashif Ali,Champions T20 cup 2024,3,1,5,4,160,8,120,161,2,96,,,,,No,20,0,26,0,0,
44,Kashif Ali,Champions T20 cup 2024,5,1,5,2,128,9,120,132,8,113,9*,9,10,No,No,18,0,36,0,0,
44,Kashif Ali,cup 2024,,1,,,333,6,300,259,10,273,,,,,No,57,1,43,1,2,
44,Kashif Ali,cup 2024,19,1,2,2,165,10,225,169,3,262,4,13,10,yes,No,39,1,27,0,2,
44,Kashif Ali,Trophy 2024,20,2,7,5,98,10,229,370,10,706,0,3,10,yes,No,136,1,60,3,3,
44,Kashif Ali,Trophy 2024,20,3,7,5,288,10,518,18,1,23,0,7,10,yes,No,6,0,4,0,0,
44,Kashif Ali,Trophy 2024,21,2,7,8,113,10,215,179,10,262,0,4,11,yes,No,93,5,56,1,"3,5,6,8,9",
44,Kashif Ali,Trophy 2024,21,4,7,8,198,10,354,292,10,457,0,6,10,yes,No,86,1,45,4,7,
45,Kashif Ali,National T-20 2025,4,2,3,5,142,0,84,141,7,120,,,,,No,,,,,,
45,Kashif Ali,National T-20 2025,10,2,3,4,140,3,100,138,9,120,,,,,No,,,,,,
45,Kashif Ali,National T-20 2025,23,1,3,2,183,3,120,167,9,120,6*,4,5,No,NO,,,,,,
45,Kashif Ali,National T-20 2025,30,2,3,1,138,9,120,146,8,120,32,26,6,yes,NO,,,,,,
45,Kashif Ali,QAT 2025,6,2,4,5,60,10,161,147,10,297,8,47,5,yes,No,,,,,,
45,Kashif Ali,QAT 2025,6,4,4,5,206,1,414,115,10,236,,,,,No,,,,,,
45,Kashif Ali,QAT 2025,16,1,4,3,220,10,445,224,10,457,0,9,4,yes,No,7,1,1,0,1,
45,Kashif Ali,QAT 2025,16,3,4,3,209,10,480,206,6,422,24,73,4,yes,No,14,0,12,0,0,
45,Kashif Ali,QAT 2025,19,1,4,2,259,10,566,18,1,30,31,62,6,yes,No,,,,,,
45,Kashif Ali,QAT 2025,19,,4,2,,,,,,,,,,,No,,,,,,
45,Kashif Ali,QAT 2025,45,1,4,Triangular 1,171,10,286,297,10,593,28,49,4,yes,No,,,,,,
45,Kashif Ali,QAT 2025,45,3,4,Triangular 1,224,10,366,99,2,113,4,18,4,yes,No,,,,,,
45,Kashif Ali,Cup 2024,2,1,4,2,111,10,228,113,1,69,19,42,2,Yes,NO,,,,,,
45,Kashif Ali,Cup 2024,11,1,4,3,222,10,291,223,2,219,0,1,5,Yes,No,,,,,,
46,Aftab Ibrahim,QAT 2025,4,2,R4,Triangular 2,466,10,764,546,10,769,11,28,10,yes,No,165,2,119,3,"2,5",
46,Aftab Ibrahim,QAT 2025,4,,R4,Triangular 2,Na,Na,Na,360,3,462,,,,,No,110,1,84,1,1,
46,Aftab Ibrahim,QAT 2025,33,1,4,6,356,10,449,288,10,519,0,9,10,No,No,160,4,77,5,"1,6,8,10",
46,Aftab Ibrahim,QAT 2025,33,3,4,6,159,8,234,112,5,222,1,6,9,yes,No,75,1,35,0,5,
46,Aftab Ibrahim,QAT 2025,45,2,4,2,214,10,382,248,10,435,2,10,9,yes,No,99,3,41,3,"2,3,6",
46,Aftab Ibrahim,QAT 2025,45,4,4,2,102,10,153,266,9,229,6,17,9,yes,No,84,1,54,1,4,
46,Aftab Ibrahim,National T20 2025,4,2,3,5,142,0,84,141,7,120,,,,,No,12,0,20,0,0,
46,Aftab Ibrahim,Trophy T20 2025,1,1,7,1,406,10,589,333,10,490,12,20,9,yes,No,97,3,62,1,"1,4,8",
46,Aftab Ibrahim,Trophy T20 2025,1,3,7,1,261,10,372,335,6,402,1,12,9,yes,No,84,3,63,3,"3,4,7",
46,Aftab Ibrahim,Trophy T20 2025,5,2,2,4,198,10,433,197,10,389,0,7,8,yes,No,36,0,20,1,0,
46,Aftab Ibrahim,Trophy T20 2025,5,4,2,4,180,3,268,178,10,364,,,,,No,65,1,41,1,4,
47,Saqib Khan,National T-20 2025,1,1,1,3,159,6,120,73,5,79,5*,2,11,No,Yes,0,0,0,0,0,
47,Saqib Khan,National T-20 2025,8,2,1,5,135,4,105,132,7,120,,,,,yes,25,3,23,0,"1,2,3",
47,Saqib Khan,National T-20 2025,15,1,1,2,171,5,120,134,10,113,20*,12,7,No,Yes,17,1,20,0,11,
47,Saqib Khan,National T-20 2025,34,2,2,2,148,8,120,155,9,120,4,2,8,yes,yes,6,0,14,0,0,
47,Saqib Khan,QAT 2025,4,2,R4,Triangular 2,466,10,764,546,10,769,10,27,8,yes,yes,157,3,85,5,"6,7,11",
47,Saqib Khan,QAT 2025,4,,R4,Triangular 2,Na,Na,Na,360,3,462,,,,,,78,yes,48,1,0,
47,Saqib Khan,QAT 2025,14,2,4,5,170,10,330,260,10,468,4,12,9,yes,yes,109,1,64,4,1,
47,Saqib Khan,QAT 2025,14,4,4,5,216,7,255,125,10,306,38,23,7,yes,yes,72,0,29,2,0,
47,Saqib Khan,QAT 2025,24,1,4,3,145,10,228,198,10,243,21,11,8,yes,yes,84,4,83,0,"2,3,7,8",
47,Saqib Khan,QAT 2025,24,3,4,3,74,10,97,26,1,19,6,13,8,yes,yes,12,1,19,0,1,
47,Saqib Khan,QAT 2025,33,1,4,6,356,10,449,288,10,519,24,17,8,yes,yes,147,4,73,4,"3,4,7,11",
47,Saqib Khan,QAT 2025,33,3,4,6,159,8,234,112,5,222,0,2,8,yes,yes,60,1,23,3,3,
47,Saqib Khan,QAT 2025,45,2,4,2,214,10,382,248,10,435,36,51,8,yes,yes,121,2,48,6,"1,10",
47,Saqib Khan,QAT 2025,45,4,4,2,102,10,153,266,9,229,11,6,7,yes,yes,109,3,59,4,"3,5,6",
47,Saqib Khan,Champions T20 cup 2024,3,1,5,4,160,8,120,161,2,96,10,7,7,yes,yes,25,0,48,0,0,
47,Saqib Khan,Champions T20 cup 2024,8,2,5,3,159,10,118,194,5,120,2,3,8,yes,yes,18,0,38,0,0,
47,Saqib Khan,Cup 2024,3,2,2,4,113,1,69,111,10,228,,,,,No,49,3,21,2,"6,7,10",
47,Saqib Khan,Cup 2024,11,2,2,1,344,8,282,379,4,300,8,4,8,Yes,,61,2,66,0,"1,5",
47,Saqib Khan,Cup 2024,12,2,2,3,276,8,251,275,9,252,7,11,8,Yes,,44,2,53,0,"2,8",
47,Saqib Khan,Trophy 2024,4,2,2,4,172,10,325,171,10,372,0,3,10,yes,yes,67,1,27,2,3,
47,Saqib Khan,Trophy 2024,4,4,2,4,240,10,534,369,10,666,6,24,9,yes,yes,150,1,76,6,8,
47,Saqib Khan,Trophy 2024,6,2,2,1,414,9,589,93,10,259,8,8,10,yes,yes,51,3,35,2,"3,7,11",
47,Saqib Khan,Trophy 2024,6,,2,1,,,,215,10,405,,,,,yes,92,0,32,4,0,
48,Sahibzada Farhan,National T-20 2025,3,2,2,1,182,2,112,181,3,120,114*,59,Opner,NO,NO,,,,,,
48,Sahibzada Farhan,National T-20 2025,23,2,2,3,167,9,120,183,3,120,62,48,Opner,yes,NO,,,,,,
48,Sahibzada Farhan,National T-20 2025,25,2,2,5,132,3,79,131,9,120,76,39,Opner,yes,NO,,,,,,
48,Sahibzada Farhan,National T-20 2025,32,1,2,5,239,1,120,113,10,117,162*,72,Opner,No,NO,,,,,,
48,Sahibzada Farhan,National T-20 2025,35,2,2,1,140,7,116,138,7,120,26,13,Opner,yes,NO,,,,,,
48,Sahibzada Farhan,National T-20 2025,37,1,2,2,243,3,120,187,8,120,148,72,Opner,yes,NO,,,,,,
48,Sahibzada Farhan,National T-20 2025,39,1,2,1,110,9,120,111,1,96,17,16,Opner,yes,NO,,,,,,
48,Sahibzada Farhan,QAT 2025,4,1,Triangular 2,In Round  4,546,10,769,466,10,764,100,135,Opner,Yes,No,,,,,No,
48,Sahibzada Farhan,QAT 2025,4,3,Triangular 2,In Round  4,360,3,462,,,,134,182,Opner,Yes,No,,,,,No,
48,Sahibzada Farhan,QAT 2025,49,1,Triangular 2,Triangular 1,258,10,481,245,10,510,6,13,Opner,Yes,No,,,,,No,
48,Sahibzada Farhan,QAT 2025,49,3,Triangular 2,Triangular 1,159,10,360,176,9,278,5,24,Opner,Yes,No,,,,,No,
48,Sahibzada Farhan,Champions one day cup 2024,3,2,5,2,278,10,282,328,10,298,52,69,Opner,yes,No,,,,,No,
48,Sahibzada Farhan,Champions one day cup 2024,6,2,5,1,192,10,263,284,9,300,24,35,Opner,yes,No,,,,,No,
48,Sahibzada Farhan,Champions one day cup 2024,7,2,5,3,97,10,150,271,7,300,32,36,Opner,yes,No,,,,,No,
48,Sahibzada Farhan,Champions one day cup 2024,10,1,5,4,326,10,297,310,8,300,9,15,Opner,yes,No,,,,,No,
48,Sahibzada Farhan,Champions T20 cup 2024,3,1,5,4,160,8,120,161,2,96,12,15,Opner,yes,No,,,,,No,
48,Sahibzada Farhan,Champions T20 cup 2024,5,1,5,2,128,9,120,132,8,113,0,4,Opner,yes,No,,,,,No,
48,Sahibzada Farhan,Champions T20 cup 2024,8,2,5,3,159,10,118,194,5,120,54,42,Opner,yes,No,,,,,No,
48,Sahibzada Farhan,Champions T20 cup 2024,9,2,5,1,185,9,120,190,4,120,59,38,Opner,yes,No,,,,,No,
48,Sahibzada Farhan,Champions T20 cup 2024,13,1,5,4,106,9,120,109,4,90,0,3,Opner,yes,No,,,,,No,
48,Sahibzada Farhan,Champions T20 cup 2024,15,1,5,2,139,8,120,140,2,85,3,13,Opner,yes,No,,,,,No,
48,Sahibzada Farhan,Champions T20 cup 2024,18,1,5,3,71,10,96,72,3,54,4,4,Opner,yes,No,,,,,No,
48,Sahibzada Farhan,Champions T20 cup 2024,20,1,5,1,131,10,120,133,4,84,15,15,Opner,yes,No,,,,,No,
48,Sahibzada Farhan,Cup 2024,4,1,1,4,320,8,300,250,7,270,12,27,3,Yes,No,,,,,,
48,Sahibzada Farhan,Cup 2024,10,2,1,5,169,1,155,166,10,230,69*,67,3,No,No,,,,,,
48,Sahibzada Farhan,Cup 2024,16,2,1,2,156,10,215,249,9,270,58,99,2,Yes,No,,,,,,
48,Sahibzada Farhan,Cup 2024,5,2,1,3,224,8,258,220,10,265,23,40,1,Yes,No,,,,,,
48,Sahibzada Farhan,Cup 2024,18,2,1,2,271,10,257,342,9,300,75,86,3,Yes,No,,,,,,
49,Champions One,National T-20 2025,11,2,1,2,148,7,117,147,8,120,10,12,Opner,yes,No,,,,,,
49,Champions One,National T-20 2025,17,2,1,3,110,3,86,107,10,109,37,31,Opner,yes,No,,,,,,
49,Champions One,National T-20 2025,27,2,1,4,143,2,87,137,6,120,30,27,Opner,yes,No,,,,,,
49,Champions One,National T-20 2025,36,2,1,2,151,10,113,184,10,120,0,4,Opner,yes,No,,,,,,
49,Champions One,QAT 2025,13,2,Triangular 1,5,439,10,802,263,10,453,26,41,Opner,yes,No,,,,,,
49,Champions One,QAT 2025,13,4,Triangular 1,5,37,0,35,212,10,467,32*,33,Opner,No,No,,,,,,
49,Champions One,QAT 2025,48,1,Triangular 1,Triangular 3,465,10,717,639,10,919,16,15,Opner,yes,No,,,,,,
49,Champions One,QAT 2025,48,3,Triangular 1,Triangular 3,260,6,402,,,,0,3,Opner,yes,No,,,,,,
49,Champions One,QAT 2025,49,2,Triangular 1,Triangular 2,245,10,510,258,10,481,55,127,Opner,yes,No,,,,,,
49,Champions One,QAT 2025,49,4,Triangular 1,Triangular 2,176,9,278,159,10,360,18,22,3,yes,No,,,,,,
49,Champions One,Champions one day cup 2024,3,2,5,2,278,10,282,328,10,298,39,30,Opner,yes,No,,,,,No,
49,Champions One,Champions one day cup 2024,6,2,5,1,192,10,263,284,9,300,0,12,Opner,yes,No,,,,,No,
49,Champions One,Champions one day cup 2024,7,2,5,3,97,10,150,271,7,300,0,2,Opner,yes,No,,,,,No,
49,Champions One,Champions one day cup 2024,10,1,5,4,326,10,297,310,8,300,47,41,Opner,yes,No,,,,,No,
49,Champions One,Champions T20 cup 2024,3,1,5,4,160,8,120,161,2,96,37,32,Opner,yes,No,,,,,No,
49,Champions One,Champions T20 cup 2024,9,2,5,1,185,9,120,190,4,120,24,19,3,yes,No,,,,,No,
49,Champions One,Champions T20 cup 2024,13,1,5,4,106,9,120,109,4,90,0,3,3,yes,No,,,,,No,
49,Champions One,Trophy 2025,25,1,7,3,270,10,503,435,10,702,13,17,2,yes,NO,,,,,,
49,Champions One,Trophy 2025,25,3,7,3,340,10,519,176,5,212,10,23,1,yes,NO,,,,,,
49,Champions One,Trophy 2025,33,1,7,9,346,10,617,147,10,419,7,17,2,yes,NO,,,,,,
49,Champions One,Trophy 2025,33,4,7,9,110,3,96,306,10,453,9,9,1,yes,NO,,,,,,
